trans_id,account_id,date,type,operation_type,amount,balance,description,partner_bank,partner_account,district_id,frequency,account_open_date,client_id,district_name,region,population,average_salary,unemployment_rate,num_committed_crimes,account_open_year
451893,1536,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,25609.0,51649.0,UNKNOWN,QR,51120805.0,41,WEEKLY STATEMENTS,1993-01-22,1862,Usti Nad Labem,North Bohemia,118650.0,9832.0,4.48,3782.711105731648,1993
237946,813,1993-03-12,CREDIT,CREDIT IN CASH,700.0,26143.5,UNKNOWN,UNKNOWN,-999.0,16,MONTHLY STATEMENTS,1993-02-10,976,Jindrichuv Hradec,South Bohemia,93931.0,8427.0,1.54,1913.0,1993
1074957,3674,1993-03-12,CREDIT,CREDIT IN CASH,1000.0,1000.0,UNKNOWN,UNKNOWN,-999.0,38,MONTHLY STATEMENTS,1993-03-12,4428,Louny,North Bohemia,85852.0,8965.0,3.795808705850958,2822.0,1993
1183179,4055,1993-03-12,CREDIT,CREDIT IN CASH,20281.0,43883.1,UNKNOWN,UNKNOWN,-999.0,23,MONTHLY STATEMENTS,1993-01-24,4886,Cheb,West Bohemia,87419.0,8624.0,2.66,3198.0,1993
671440,2293,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,6745.0,7445.0,PENSION,EF,62203752.0,31,MONTHLY STATEMENTS,1993-02-13,2776,Tachov,West Bohemia,51313.0,8671.609263113787,4.2,1452.0,1993
537464,1829,1993-03-12,CREDIT,CREDIT IN CASH,7429.0,8329.0,UNKNOWN,UNKNOWN,-999.0,43,MONTHLY STATEMENTS,1993-02-27,2218,Hradec Kralove,East Bohemia,161854.0,9425.0,2.5,3891.0,1993
394000,1338,1993-03-12,DEBIT,WITHDRAWAL IN CASH,2400.0,30975.5,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-01-11,1619,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
782001,2666,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,2901.0,3501.0,UNKNOWN,IJ,69472062.0,49,MONTHLY STATEMENTS,1993-03-08,3218,Semily,East Bohemia,75685.0,8208.0,2.26,888.0,1993
127570,428,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,6614.0,6814.0,PENSION,CD,71194147.0,1,MONTHLY STATEMENTS,1993-02-27,515,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
117087,395,1993-03-12,CREDIT,CREDIT IN CASH,400.0,400.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-03-12,476,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
359514,1222,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,6310.0,13320.0,PENSION,KL,77489798.0,66,MONTHLY STATEMENTS,1993-01-20,1475,Zdar Nad Sazavou,South Moravia,125832.0,8512.0,4.12,2103.0,1993
754235,2574,1993-03-12,CREDIT,CREDIT IN CASH,14319.0,32677.0,UNKNOWN,UNKNOWN,-999.0,68,MONTHLY STATEMENTS,1993-02-02,3105,Frydek - Mistek,North Moravia,228848.0,9893.0,4.72,12703.935555370572,1993
689830,2357,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,6434.0,20151.6,PENSION,OP,34144538.0,19,MONTHLY STATEMENTS,1993-01-04,2849,Prachatice,South Bohemia,51428.0,8402.0,3.98,1099.0,1993
725754,2484,1993-03-12,CREDIT,CREDIT IN CASH,14779.0,42997.3,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-01-03,2999,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
707248,2423,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,5671.0,6071.0,PENSION,UV,2074182.0,30,MONTHLY STATEMENTS,1993-02-14,2928,Sokolov,West Bohemia,94812.0,8836.434286368718,3.67,2804.0,1993
565657,1926,1993-03-12,CREDIT,CREDIT IN CASH,4507.0,26689.6,UNKNOWN,UNKNOWN,-999.0,37,MONTHLY STATEMENTS,1993-01-06,2338,Litomerice,North Bohemia,114006.0,9065.0,5.39,4166.0,1993
599192,2039,1993-03-12,CREDIT,CREDIT IN CASH,300.0,300.0,UNKNOWN,UNKNOWN,-999.0,44,MONTHLY STATEMENTS,1993-03-12,2475,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
857976,2925,1993-03-12,CREDIT,CREDIT IN CASH,6446.0,27628.4,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-01-10,3533,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
989749,3374,1993-03-12,CREDIT,CREDIT IN CASH,24784.0,24984.0,UNKNOWN,UNKNOWN,-999.0,21,MONTHLY STATEMENTS,1993-02-17,4080,Tabor,South Bohemia,103347.0,9104.0,2.07,2354.0,1993
207267,704,1993-03-12,CREDIT,CREDIT IN CASH,17477.0,47570.3,UNKNOWN,UNKNOWN,-999.0,55,MONTHLY STATEMENTS,1993-01-01,844,Brno - Venkov,South Moravia,157042.0,9072.274638280678,2.43,3894.0,1993
2242713,7401,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,20236.0,21336.0,UNKNOWN,ST,66487163.0,1,MONTHLY STATEMENTS,1993-02-26,9173,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
279,2,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,20236.0,21336.0,UNKNOWN,ST,66487163.0,1,MONTHLY STATEMENTS,1993-02-26,2,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
477641,1628,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,4276.0,13562.1,PENSION,UV,15916598.0,60,MONTHLY STATEMENTS,1993-01-10,1973,Prostejov,South Moravia,110643.0,8441.0,4.48,2252.0,1993
309327,1054,1993-03-12,CREDIT,CREDIT IN CASH,9650.0,10450.0,UNKNOWN,UNKNOWN,-999.0,10,MONTHLY STATEMENTS,1993-02-19,1266,Praha - Vychod,Central Bohemia,92084.0,10124.0,0.54,1630.6429573233727,1993
307764,1050,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,25317.0,26317.0,UNKNOWN,WX,2865469.0,57,STATEMENTS AFTER TRANSACTION,1993-02-24,1260,Hodonin,South Moravia,161954.0,8720.0,4.5,3651.0,1993
1050257,3593,1993-03-12,CREDIT,CREDIT IN CASH,15787.0,15987.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-02-18,4336,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
796073,2712,1993-03-12,CREDIT,CREDIT IN CASH,400.0,400.0,UNKNOWN,UNKNOWN,-999.0,9,MONTHLY STATEMENTS,1993-03-12,3272,Nymburk,Central Bohemia,81344.0,8899.0,3.97,2487.0,1993
758170,2585,1993-03-12,CREDIT,CREDIT IN CASH,4200.0,20201.0,UNKNOWN,UNKNOWN,-999.0,75,MONTHLY STATEMENTS,1993-02-10,3120,Prerov,North Moravia,138032.0,8819.0,5.66,4505.0,1993
1121966,3834,1993-03-12,CREDIT,CREDIT IN CASH,13875.0,35084.7,UNKNOWN,UNKNOWN,-999.0,54,MONTHLY STATEMENTS,1993-01-19,4620,Brno - Mesto,South Moravia,387570.0,9945.41831147667,1.96,18696.0,1993
101685,346,1993-03-12,DEBIT,WITHDRAWAL IN CASH,7900.0,34032.0,UNKNOWN,UNKNOWN,-999.0,37,MONTHLY STATEMENTS,1993-01-11,423,Litomerice,North Bohemia,114006.0,9065.0,5.39,4166.0,1993
83661,280,1993-03-12,CREDIT,CREDIT IN CASH,12043.0,30605.3,UNKNOWN,UNKNOWN,-999.0,25,MONTHLY STATEMENTS,1993-01-23,338,Klatovy,West Bohemia,88757.0,8554.0,2.68,2218.0,1993
711851,2434,1993-03-12,CREDIT,CREDIT IN CASH,4391.0,19994.6,UNKNOWN,UNKNOWN,-999.0,17,MONTHLY STATEMENTS,1993-02-02,2940,Pelhrimov,South Bohemia,74062.0,8114.0,2.62,1181.0,1993
490780,1675,1993-03-12,CREDIT,COLLECTION FROM ANOTHER BANK,4327.0,9767.7,PENSION,AB,50350195.0,36,MONTHLY STATEMENTS,1993-02-01,2034,Liberec,North Bohemia,159617.0,9198.0,4.28,6132.0,1993
48643,163,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,6698.0,14296.0,PENSION,YZ,76209622.0,30,MONTHLY STATEMENTS,1993-01-27,197,Sokolov,West Bohemia,94812.0,8836.434286368718,3.67,2804.0,1993
34887,112,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,6582.0,6782.0,PENSION,EF,24612278.0,6,MONTHLY STATEMENTS,1993-03-12,134,Kutna Hora,Central Bohemia,77963.0,8546.0,4.02,3120.0,1993
37883,123,1993-03-13,CREDIT,CREDIT IN CASH,200.0,200.0,UNKNOWN,UNKNOWN,-999.0,21,MONTHLY STATEMENTS,1993-03-13,147,Tabor,South Bohemia,103347.0,9104.0,2.07,2354.0,1993
142153,477,1993-03-13,CREDIT,CREDIT IN CASH,16392.0,34697.6,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-01-25,574,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
785193,2676,1993-03-13,CREDIT,CREDIT IN CASH,15263.0,34048.3,UNKNOWN,UNKNOWN,-999.0,73,MONTHLY STATEMENTS,1993-01-22,3231,Opava,North Moravia,182027.0,8746.0,3.74,4433.0,1993
3314627,11013,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,42244.0,42844.0,UNKNOWN,YZ,45816707.0,1,WEEKLY STATEMENTS,1993-02-14,13539,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
2910390,9640,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,19106.0,19106.0,UNKNOWN,UV,13876933.0,1,MONTHLY STATEMENTS,1993-03-13,11866,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
2910387,9640,1993-03-13,CREDIT,CREDIT IN CASH,1100.0,20206.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-03-13,11866,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
1256507,4296,1993-03-13,CREDIT,CREDIT IN CASH,18729.0,42865.2,UNKNOWN,UNKNOWN,-999.0,63,MONTHLY STATEMENTS,1993-01-28,5175,Vyskov,South Moravia,86513.0,8288.0,4.52,1460.0,1993
439038,1493,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,5009.0,15262.0,PENSION,AB,54522466.0,41,MONTHLY STATEMENTS,1993-01-09,1810,Usti Nad Labem,North Bohemia,118650.0,9832.0,4.48,3782.711105731648,1993
435765,1481,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,3098.0,7196.0,UNKNOWN,AB,21098941.0,15,MONTHLY STATEMENTS,1993-01-17,1794,Cesky Krumlov,South Bohemia,58796.0,8699.954298434515,3.6,1879.0,1993
811286,2763,1993-03-13,DEBIT,WITHDRAWAL IN CASH,18300.0,46921.0,UNKNOWN,UNKNOWN,-999.0,64,MONTHLY STATEMENTS,1993-02-11,3336,Zlin,South Moravia,197099.0,9624.0,4.78378482932121,4265.0,1993
218881,744,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,5740.0,6140.0,PENSION,GH,94336568.0,42,MONTHLY STATEMENTS,1993-03-06,892,Havlickuv Brod,East Bohemia,95907.0,8388.0,2.94,1668.0,1993
914521,3117,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,5355.0,6255.0,PENSION,CD,1493776.0,33,MONTHLY STATEMENTS,1993-02-24,3770,Decin,North Bohemia,133777.0,8705.0,7.61,4859.0,1993
873125,2974,1993-03-13,CREDIT,CREDIT IN CASH,1100.0,1100.0,UNKNOWN,UNKNOWN,-999.0,9,MONTHLY STATEMENTS,1993-03-13,3591,Nymburk,Central Bohemia,81344.0,8899.0,3.97,2487.0,1993
618170,2110,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,3076.0,3676.0,UNKNOWN,WX,47164356.0,64,MONTHLY STATEMENTS,1993-02-23,2554,Zlin,South Moravia,197099.0,9624.0,4.78378482932121,4265.0,1993
615784,2099,1993-03-13,DEBIT,WITHDRAWAL IN CASH,27200.0,55839.4,UNKNOWN,UNKNOWN,-999.0,3,WEEKLY STATEMENTS,1993-01-12,2542,Beroun,Central Bohemia,75232.0,8980.0,2.21,2813.0,1993
660837,2256,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,4729.0,10170.9,PENSION,AB,59773492.0,48,MONTHLY STATEMENTS,1993-02-06,2731,Rychnov Nad Kneznou,East Bohemia,78955.0,9060.0,2.44,1717.0,1993
1036266,3545,1993-03-13,CREDIT,CREDIT IN CASH,20203.0,21103.0,UNKNOWN,UNKNOWN,-999.0,51,MONTHLY STATEMENTS,1993-02-17,4279,Trutnov,East Bohemia,121947.0,8541.0,2.97,3839.0,1993
480217,1637,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,5718.0,17695.8,PENSION,UV,45134812.0,1,MONTHLY STATEMENTS,1993-01-08,1984,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
1142761,3909,1993-03-13,CREDIT,CREDIT IN CASH,24400.0,49058.6,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-01-14,4715,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
404593,1378,1993-03-13,CREDIT,CREDIT IN CASH,24419.0,25519.0,UNKNOWN,UNKNOWN,-999.0,59,MONTHLY STATEMENTS,1993-03-04,1668,Kromeriz,South Moravia,108871.0,8444.0,3.47,2305.0,1993
716044,2453,1993-03-13,CREDIT,COLLECTION FROM ANOTHER BANK,3285.0,3685.0,UNKNOWN,OP,70054560.0,1,MONTHLY STATEMENTS,1993-03-08,2962,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
796788,2714,1993-03-13,CREDIT,CREDIT IN CASH,1300.0,14200.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-01-30,3276,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
871634,2970,1993-03-13,CREDIT,CREDIT IN CASH,9658.0,29139.2,UNKNOWN,UNKNOWN,-999.0,60,MONTHLY STATEMENTS,1993-01-22,3586,Prostejov,South Moravia,110643.0,8441.0,4.48,2252.0,1993
757956,2585,1993-03-13,CREDIT,CREDIT IN CASH,14963.0,35164.0,UNKNOWN,UNKNOWN,-999.0,75,MONTHLY STATEMENTS,1993-02-10,3120,Prerov,North Moravia,138032.0,8819.0,5.66,4505.0,1993
756210,2581,1993-03-13,CREDIT,CREDIT IN CASH,19653.0,20153.0,UNKNOWN,UNKNOWN,-999.0,72,MONTHLY STATEMENTS,1993-03-11,3115,Olomouc,North Moravia,226122.0,9333.878734162889,4.79,9208.0,1993
622630,2124,1993-03-13,CREDIT,CREDIT IN CASH,21431.0,21931.0,UNKNOWN,UNKNOWN,-999.0,69,MONTHLY STATEMENTS,1993-02-20,2569,Jesenik,North Moravia,42821.0,8173.0,7.01,888.0,1993
505243,1726,1993-03-13,CREDIT,CREDIT IN CASH,13967.0,45849.2,UNKNOWN,UNKNOWN,-999.0,48,MONTHLY STATEMENTS,1993-01-03,2093,Rychnov Nad Kneznou,East Bohemia,78955.0,9060.0,2.44,1717.0,1993
846009,2881,1993-03-13,CREDIT,CREDIT IN CASH,6959.0,31361.7,UNKNOWN,UNKNOWN,-999.0,70,MONTHLY STATEMENTS,1993-01-04,3483,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
1021123,3487,1993-03-13,CREDIT,CREDIT IN CASH,15914.0,46696.6,UNKNOWN,UNKNOWN,-999.0,41,MONTHLY STATEMENTS,1993-01-08,4215,Usti Nad Labem,North Bohemia,118650.0,9832.0,4.48,3782.711105731648,1993
94647,322,1993-03-13,CREDIT,CREDIT IN CASH,16646.0,17646.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-02-20,392,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
733694,2508,1993-03-14,CREDIT,CREDIT IN CASH,700.0,700.0,UNKNOWN,UNKNOWN,-999.0,34,MONTHLY STATEMENTS,1993-03-14,3028,Chomutov,North Bohemia,125236.0,9675.0,7.68,5190.0,1993
174562,588,1993-03-14,CREDIT,CREDIT IN CASH,1000.0,1000.0,UNKNOWN,UNKNOWN,-999.0,66,MONTHLY STATEMENTS,1993-03-14,706,Zdar Nad Sazavou,South Moravia,125832.0,8512.0,4.12,2103.0,1993
131925,443,1993-03-14,CREDIT,COLLECTION FROM ANOTHER BANK,3058.0,6616.0,UNKNOWN,ST,29172384.0,64,MONTHLY STATEMENTS,1993-01-28,534,Zlin,South Moravia,197099.0,9624.0,4.78378482932121,4265.0,1993
571552,1944,1993-03-14,CREDIT,CREDIT IN CASH,3000.0,21680.0,UNKNOWN,UNKNOWN,-999.0,72,MONTHLY STATEMENTS,1993-02-12,2363,Olomouc,North Moravia,226122.0,9333.878734162889,4.79,9208.0,1993
122245,411,1993-03-14,CREDIT,CREDIT IN CASH,18497.0,40336.2,UNKNOWN,UNKNOWN,-999.0,70,MONTHLY STATEMENTS,1993-02-05,496,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
577581,1966,1993-03-14,DEBIT,WITHDRAWAL IN CASH,7500.0,34581.9,UNKNOWN,UNKNOWN,-999.0,27,MONTHLY STATEMENTS,1993-02-12,2391,Plzen - Jih,West Bohemia,67298.0,8561.0,1.29,1127.0,1993
577277,1966,1993-03-14,CREDIT,CREDIT IN CASH,20567.0,42081.9,UNKNOWN,UNKNOWN,-999.0,27,MONTHLY STATEMENTS,1993-02-12,2391,Plzen - Jih,West Bohemia,67298.0,8561.0,1.29,1127.0,1993
745025,2543,1993-03-14,CREDIT,COLLECTION FROM ANOTHER BANK,6148.0,13412.2,PENSION,CD,4203528.0,68,MONTHLY STATEMENTS,1993-02-13,3070,Frydek - Mistek,North Moravia,228848.0,9893.0,4.72,12703.935555370572,1993
2908691,9635,1993-03-14,CREDIT,COLLECTION FROM ANOTHER BANK,4470.0,13853.2,PENSION,CD,37906074.0,70,MONTHLY STATEMENTS,1993-01-05,11860,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
1101122,3760,1993-03-14,DEBIT,WITHDRAWAL IN CASH,5200.0,30969.7,UNKNOWN,UNKNOWN,-999.0,44,MONTHLY STATEMENTS,1993-01-13,4536,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
727887,2489,1993-03-14,CREDIT,COLLECTION FROM ANOTHER BANK,5781.0,6681.0,PENSION,YZ,23886204.0,72,MONTHLY STATEMENTS,1993-03-09,3005,Olomouc,North Moravia,226122.0,9333.878734162889,4.79,9208.0,1993
1313159,4484,1993-03-14,CREDIT,CREDIT IN CASH,18654.0,51006.9,UNKNOWN,UNKNOWN,-999.0,54,MONTHLY STATEMENTS,1993-02-03,5409,Brno - Mesto,South Moravia,387570.0,9945.41831147667,1.96,18696.0,1993
1028507,3513,1993-03-14,CREDIT,CREDIT IN CASH,19078.0,19578.0,UNKNOWN,UNKNOWN,-999.0,20,MONTHLY STATEMENTS,1993-03-03,4241,Strakonice,South Bohemia,70646.0,8547.0,3.64,1542.0,1993
167904,562,1993-03-14,CREDIT,CREDIT IN CASH,1900.0,2200.0,UNKNOWN,UNKNOWN,-999.0,50,MONTHLY STATEMENTS,1993-02-25,675,Svitavy,East Bohemia,102609.0,8187.0,5.45,2134.0,1993
166984,559,1993-03-14,CREDIT,COLLECTION FROM ANOTHER BANK,5672.0,5972.0,PENSION,OP,74414402.0,46,MONTHLY STATEMENTS,1993-03-05,672,Nachod,East Bohemia,112709.0,8369.0,2.31,2618.0,1993
2135180,7231,1993-03-14,CREDIT,CREDIT IN CASH,500.0,500.0,UNKNOWN,UNKNOWN,-999.0,10,MONTHLY STATEMENTS,1993-03-14,8726,Praha - Vychod,Central Bohemia,92084.0,10124.0,0.54,1630.6429573233727,1993
911507,3108,1993-03-14,CREDIT,CREDIT IN CASH,600.0,600.0,UNKNOWN,UNKNOWN,-999.0,53,MONTHLY STATEMENTS,1993-03-14,3758,Blansko,South Moravia,107911.0,8240.0,3.56,1903.0,1993
699223,2393,1993-03-14,CREDIT,CREDIT IN CASH,10737.0,36223.9,UNKNOWN,UNKNOWN,-999.0,10,MONTHLY STATEMENTS,1993-01-07,2889,Praha - Vychod,Central Bohemia,92084.0,10124.0,0.54,1630.6429573233727,1993
1081330,3693,1993-03-14,CREDIT,CREDIT IN CASH,15447.0,35096.9,UNKNOWN,UNKNOWN,-999.0,61,MONTHLY STATEMENTS,1993-01-29,4453,Trebic,South Moravia,117897.0,8814.0,5.74,2059.0,1993
226657,772,1993-03-14,CREDIT,CREDIT IN CASH,24009.0,47950.0,UNKNOWN,UNKNOWN,-999.0,45,MONTHLY STATEMENTS,1993-01-21,924,Jicin,East Bohemia,77917.0,8390.0,3.543063639963991,2122.0,1993
717562,2458,1993-03-14,CREDIT,CREDIT IN CASH,1100.0,1100.0,UNKNOWN,UNKNOWN,-999.0,40,WEEKLY STATEMENTS,1993-03-14,2968,Teplice,North Bohemia,128118.0,9317.0,7.07,4551.550986560515,1993
1548752,5270,1993-03-14,CREDIT,COLLECTION FROM ANOTHER BANK,44749.0,125825.7,UNKNOWN,IJ,80269753.0,44,MONTHLY STATEMENTS,1993-01-13,6367,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
1549099,5270,1993-03-14,DEBIT,WITHDRAWAL IN CASH,51700.0,74125.7,UNKNOWN,UNKNOWN,-999.0,44,MONTHLY STATEMENTS,1993-01-13,6367,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
1549100,5270,1993-03-14,DEBIT,WITHDRAWAL IN CASH,25300.0,48825.7,UNKNOWN,UNKNOWN,-999.0,44,MONTHLY STATEMENTS,1993-01-13,6367,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
849723,2895,1993-03-14,CREDIT,CREDIT IN CASH,18146.0,18446.0,UNKNOWN,UNKNOWN,-999.0,19,MONTHLY STATEMENTS,1993-03-09,3499,Prachatice,South Bohemia,51428.0,8402.0,3.98,1099.0,1993
608138,2070,1993-03-14,CREDIT,CREDIT IN CASH,12138.0,32279.0,UNKNOWN,UNKNOWN,-999.0,72,MONTHLY STATEMENTS,1993-01-29,2510,Olomouc,North Moravia,226122.0,9333.878734162889,4.79,9208.0,1993
144557,485,1993-03-15,CREDIT,CREDIT IN CASH,5697.0,44656.9,UNKNOWN,UNKNOWN,-999.0,6,STATEMENTS AFTER TRANSACTION,1993-01-04,583,Kutna Hora,Central Bohemia,77963.0,8546.0,4.02,3120.0,1993
1977570,6701,1993-03-15,CREDIT,CREDIT IN CASH,200.0,200.0,UNKNOWN,UNKNOWN,-999.0,49,WEEKLY STATEMENTS,1993-03-15,8091,Semily,East Bohemia,75685.0,8208.0,2.26,888.0,1993
1136395,3883,1993-03-15,CREDIT,CREDIT IN CASH,500.0,500.0,UNKNOWN,UNKNOWN,-999.0,72,MONTHLY STATEMENTS,1993-03-15,4680,Olomouc,North Moravia,226122.0,9333.878734162889,4.79,9208.0,1993
1273277,4355,1993-03-15,CREDIT,CREDIT IN CASH,1400.0,2200.0,UNKNOWN,UNKNOWN,-999.0,31,MONTHLY STATEMENTS,1993-02-21,5246,Tachov,West Bohemia,51313.0,8671.609263113787,4.2,1452.0,1993
1100766,3760,1993-03-15,CREDIT,CREDIT IN CASH,10539.0,41508.7,UNKNOWN,UNKNOWN,-999.0,44,MONTHLY STATEMENTS,1993-01-13,4536,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
858902,2926,1993-03-15,DEBIT,WITHDRAWAL IN CASH,4900.0,25916.0,UNKNOWN,UNKNOWN,-999.0,50,MONTHLY STATEMENTS,1993-01-14,3534,Svitavy,East Bohemia,102609.0,8187.0,5.45,2134.0,1993
66582,222,1993-03-15,CREDIT,CREDIT IN CASH,500.0,500.0,UNKNOWN,UNKNOWN,-999.0,37,MONTHLY STATEMENTS,1993-03-15,267,Litomerice,North Bohemia,114006.0,9065.0,5.39,4166.0,1993
528025,1801,1993-03-15,CREDIT,CREDIT IN CASH,3700.0,23374.9,UNKNOWN,UNKNOWN,-999.0,46,MONTHLY STATEMENTS,1993-02-13,2181,Nachod,East Bohemia,112709.0,8369.0,2.31,2618.0,1993
1143205,3909,1993-03-15,DEBIT,WITHDRAWAL IN CASH,13900.0,35158.6,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-01-14,4715,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
3394149,11265,1993-03-15,DEBIT,WITHDRAWAL IN CASH,800.0,25279.8,UNKNOWN,UNKNOWN,-999.0,15,MONTHLY STATEMENTS,1993-01-14,13845,Cesky Krumlov,South Bohemia,58796.0,8699.954298434515,3.6,1879.0,1993
730401,2497,1993-03-16,CREDIT,CREDIT IN CASH,300.0,300.0,UNKNOWN,UNKNOWN,-999.0,65,MONTHLY STATEMENTS,1993-03-16,3015,Znojmo,South Moravia,114200.0,8403.0,5.72,2718.0,1993
2349715,7753,1993-03-16,CREDIT,CREDIT IN CASH,36130.0,71515.6,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-02-08,9593,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
39492,128,1993-03-16,CREDIT,CREDIT IN CASH,1800.0,2100.0,UNKNOWN,UNKNOWN,-999.0,2,MONTHLY STATEMENTS,1993-02-19,153,Benesov,Central Bohemia,88884.0,8813.969500305215,3.7638726851114344,2674.0,1993
502384,1713,1993-03-16,CREDIT,CREDIT IN CASH,700.0,1400.0,UNKNOWN,UNKNOWN,-999.0,43,MONTHLY STATEMENTS,1993-03-03,2078,Hradec Kralove,East Bohemia,161854.0,9425.0,2.5,3891.0,1993
3315106,11013,1993-03-16,DEBIT,WITHDRAWAL IN CASH,7000.0,35844.0,UNKNOWN,UNKNOWN,-999.0,1,WEEKLY STATEMENTS,1993-02-14,13539,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
1122690,3835,1993-03-16,CREDIT,CREDIT IN CASH,900.0,900.0,UNKNOWN,UNKNOWN,-999.0,50,MONTHLY STATEMENTS,1993-03-16,4622,Svitavy,East Bohemia,102609.0,8187.0,5.45,2134.0,1993
1039120,3554,1993-03-16,CREDIT,CREDIT IN CASH,500.0,48482.9,UNKNOWN,UNKNOWN,-999.0,66,MONTHLY STATEMENTS,1993-02-16,4289,Zdar Nad Sazavou,South Moravia,125832.0,8512.0,4.12,2103.0,1993
2191,9,1993-03-16,CREDIT,CREDIT IN CASH,800.0,12905.4,UNKNOWN,UNKNOWN,-999.0,70,MONTHLY STATEMENTS,1993-01-27,12,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
527446,1801,1993-03-16,CREDIT,CREDIT IN CASH,8368.0,31742.9,UNKNOWN,UNKNOWN,-999.0,46,MONTHLY STATEMENTS,1993-02-13,2181,Nachod,East Bohemia,112709.0,8369.0,2.31,2618.0,1993
402734,1372,1993-03-16,CREDIT,CREDIT IN CASH,300.0,300.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-03-16,1660,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
